Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Total IDA and IBRD Commitment $US,Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2,
P161842,Eastern and Southern Africa,Democratic Republic of Sao Tome and Prin,Active,Sao Tome e Principe Transport Sector Development and Coastal Protection Project,"The proposed PDOs is to improve connectivity, sustainability, safety and climate resilience of selected roads.","INAE (instituto Nacional das Estradas), AFAP",No,https://projects.worldbank.org/en/projects-operations/project-detail/P161842,"March 22, 2019","June 30, 2024",,IDA,0,,,0,,"Ministry of Planning, Finance and Blue Economy",Investment Project Financing,B,,Rural and Inter-Urban Roads,Public Administration - Transportation,,,,
P166437,Eastern and Southern Africa,Republic of Mozambique,Active,Mozambique Disaster Risk Management and Resilience Program,The Program Development Objective is to strengthen the Government of Mozambique's program to finance and prepare for disaster respon se and to increase the climate resilience of vulnerable education infrastructure in risk-prone areas.,"Ministry of Education and Human Development, National Institute for Disaster Management and Risk Reduction (INGC)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166437,"March 19, 2019","June 30, 2024",,Grants,0,,,0,"6,000,000",Ministry of Economy and Finance,Program-for-Results Financing,,,Other Public Administration,Other Education,,,,
P165534,Western and Central Africa,Republic of Mali,Active,Mali - Accelerating Progress Towards Universal Health Coverage,"The objective of the project is to improve the utilization and quality of reproductive, maternal, neonatal, child, adolescent health  and nutrition services, especially among the poorest households, in targeted areas.",Ministère de la Santé et du Développement Social,No,https://projects.worldbank.org/en/projects-operations/project-detail/P165534,"March 19, 2019","December 31, 2023",,Grants,0,,,0,"10,000,000",Republic of Mali,Investment Project Financing,B,,Health,Public Administration - Health,,,,
P162149,Latin America and Caribbean,Commonwealth of Dominica,Active,Dominica Geothermal Risk Mitigation Project,"The objective of the proposed Project is to help: a) diversify the domestic power generation mix in Dominica by integrating clean, r enewable geothermal energy; and b) demonstrate the potential of  larger development of the geothermal resource.",Dominica Geothermal Development Company,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162149,"March 18, 2019","February 28, 2026",,Grants,54173000,,,54173000,"23,950,000",The Commonwealth of Dominica,Investment Project Financing,A,,Renewable Energy Geothermal,,,,,
P167534,East Asia and Pacific,Lao People's Democratic Republic,Active,Enhancing Public Finance Management through Information and Communication Technology and Skills (E-FITS) Project,"The PDO is to contribute to the coverage, timeliness, and transparency of financial reporting and to enhance public financial manage ment skills.",Ministry of Finance of Lao PDR,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167534,"March 14, 2019","August 31, 2025",,IDA,0,,,0,,Lao People's Democratic Republic,Investment Project Financing,C,,Central Government (Central Agencies),ICT Services,,,,
P162565,East Asia and Pacific,Lao People's Democratic Republic,Active,Reducing Rural Poverty and Malnutrition Project,"The Project Development Objective is to support the design and implementation of a nutrition-sensitive social assistance program to improve nutrition behaviors, and enhance the convergence of nutrition-focused interventions.",Ministry of Agriculture and Forestry,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162565,"March 14, 2019","March 31, 2024",,IDA,0,,,0,,Lao People’s Democratic Republic,Investment Project Financing,B,,Social Protection,ICT Services,Public Administration - Social Protection,,,
P163305,South Asia,Democratic Socialist Republic of Sri Lan,Active,Local Development Support Project,"To strengthen local government authorities' capabilities to deliver services to communities in a responsive and accountable manner, to support economic infrastructure development in participating provinces, and to provide immediate and effective response to an eli gible crisis or health emergency.",Ministry of State for Provincial Councils and Local Government,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163305,"March 14, 2019","July 31, 2023",,Other,101391000,,,101391000,,Democratic Socialist Republic of Sri Lanka,Investment Project Financing,B,,Sub-National Government,Social Protection,,,,
P161869,South Asia,People's Republic of Bangladesh,Active,Bangladesh Scaling-up Renewable Energy Project,"The Project Development Objective is to increase installed generation capacity of, and mobilize financing for, renewable energy in B angladesh.","Infrastructure Development Company Limited (IDCOL), Sustainable and Renewable Energy Development Authority (SREDA), Electricity Generation Company of Bangladesh (EGCB)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161869,"March 1, 2019","July 31, 2025",,Grants,0,,,0,"88,250,000",People's Republic of Bangladesh,Investment Project Financing,B,,Renewable Energy Solar,Energy Transmission and Distribution,,,,
P163870,Eastern and Southern Africa,Republic of Madagascar,Active,Madagascar  - Least-Cost Electricity Access Development Project - LEAD,"The Project Development Objective is to increase access to electricity services for households, enterprises, and health facilities i n Madagascar.","JIRAMA, Ministère de l'Eau, de l'Energie et des Hydrocarbures",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163870,"March 1, 2019","June 30, 2024",,IDA,0,,,0,,REPUBLIC OF MADAGASCAR,Investment Project Financing,B,,Energy Transmission and Distribution,Renewable Energy Solar,Public Administration - Energy and Extractives,,,
P164885,Western and Central Africa,Central African Republic,Active,CAR Emergency Electricity Supply and Access Project,The PDO is to increase electricity supply and access in Central African Republic.,"Ministry of Development of Energy and Water Resources (MDEWR), Energie Centrafricaine (ENERCA), Ministry of Economy, Planning, and International Corporation",No,https://projects.worldbank.org/en/projects-operations/project-detail/P164885,"February 28, 2019","February 28, 2024",,IDA,0,,,0,,Central African Republic,Investment Project Financing,B,,Renewable Energy Solar,Energy Transmission and Distribution,Public Administration - Energy and Extractives,,,
P165683,Latin America and Caribbean,Federative Republic of Brazil,Active,Paraiba Improving Water Resources Management and Services Provision,To (i) strengthen capacity for integrated water resources management in the State; (ii) improve reliability  of water services in th e Agreste and Borborema regions; and (iii) improve the operational efficiency of water and wastewater services in the Joao Pessoa Me tropolitan Region.,CAGEPA - State Water and Sanitation Company,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P165683,"February 28, 2019","June 30, 2026",,Other,207086000,,,207086000,,,Investment Project Financing,B,,"Public Administration - Water, Sanitation and Waste Management",Water Supply,Sanitation,,,
P166800,East Asia and Pacific,Republic of the Marshall Islands,Closed,Multisectoral Early Childhood Development Project,To improve coverage of multisectoral early childhood development services,"Ministry of Education, Sports and Training, Ministry of Culture and Internal Affairs, Ministry of Health and Human Services, Office of Chief Secretary, Ministry of Finance",No,https://projects.worldbank.org/en/projects-operations/project-detail/P166800,"February 28, 2019","December 31, 2022",,Other,0,,,0,,The Republic of the Marshall Islands,Investment Project Financing,B,,Public Administration - Health,Social Protection,Early Childhood Education,,,
P166977,South Asia,Republic of India,Closed,Dam Rehabilitation & Improvement Project - Restructuring and Additional Financing,To improve the safety and operational performance of selected existing dams in the territory of the participating states.The PDO wil l be achieved through rehabilitation and improvement of dams and improvement in central and state-level institutionalcapacity to sus tainably manage dam safety administration and operation and maintenance.,"Kerala State Electricity Board, TANGEDCO Tamil Nadu, Central Water Commission under the Ministry of Water Resources, Karnataka Water Resources Development Organisation, Kerala Water Resources Department, Tamil Nadu Water Resources Department, Damodar Valley Corporation (DVC), Uttarakhand Jal Vidyut Nigam Limited, Odisha Water Resource Department, Madhya Pradesh Water Resources Department",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166977,"February 28, 2019",,,Other,0,,,0,,"Kerala State Electricity Board, TANGEDCO Tamil Nadu, Central Water Commission under Minsitry of Water Resources, River Development and Ganga Rejuvenation, Karnataka Water Resources Development Organisation, Department of Economic Affairs, Kerala Water Resources Department, Tamil Nadu Water Resources Department, Damodar Valley Corporation (DVC), Uttarakhand Jal Vidyut Nigam Limited, Odisha Water Resource Department, Madhya Pradesh Water Resources Department",Investment Project Financing,,,"Other Water Supply, Sanitation and Waste Management","Public Administration - Water, Sanitation and Waste Management",,,,
P169753,Eastern and Southern Africa,Democratic Republic of the Congo,Active,AF III DRC Health System Strengthening for Better Maternal and Child Health Results,"To improve utilization and quality of maternal and child health services in targeted areas within the Recipient's Territory and,   t o provide an immediate and effective response to an eligible crisis or emergency","Ministry of Health, Democratic Republic of Congo, Ministry Of Finances",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P169753,"February 27, 2019",,,IDA,0,,,0,,Republic Democratic of Congo,Investment Project Financing,,,Health,,,,,
